source,target
1332655,1340954
1332656,1347605
1332656,1340967
1332656,1335976
1332656,1334225
1332656,1341153
1332656,1346849
1332657,1339138
1332657,1333916
1332657,1340361
1332657,1338137
1332657,1335163
1332657,1333916
1332663,1334895
1332681,1340180
1332681,1340180
1332681,1340058
1332681,1337031
1332681,1333679
1332682,1335160
1332682,1348045
1332682,1347560
1332682,1347890
1332682,1335160
1332682,1342570
1332682,1345751
1332682,1341464
1332682,1341437
1332682,1348045
1332683,1348654
1332683,1345894
1332683,1333934
1332683,5018
1332683,1338027
1332683,1336131
1332683,1333101
1332683,1334796
1332683,1335611
1332683,1348654
1332684,1340058
1332684,1340058
1332684,1340180
1332684,1335578
1332684,1346033
1332685,1347966
1332685,1332418
1332686,1338901
1332687,1333335
1332687,1342624
1332687,1338901
1332687,1342624
1332690,1335487
1332690,1343645
1332690,1340575
1332690,1335487
1332691,1337807
1332702,5018
1332702,1339238
1332702,1346867
1332702,1333934
1332702,1347706
1332702,1335347
1332702,1346867
1332703,1333138
1332703,1333752
1332703,1341153
1332703,4294
1332704,1345787
1332704,1340554
1332704,1332944
1332704,1332440
1332704,1337646
1332704,1332769
1332705,1343562
1332705,1346399
1332705,1345933
1332705,1335240
1332705,1338932
1332705,1332931
1332705,1334237
1332705,1347792
1332705,1332899
1332705,1344841
1332705,1340722
1332705,1344755
1332705,1343121
1332705,1333223
1332705,1346976
1332705,1342501
1332705,1335689
1332705,1332762
1332705,1340390
1332705,1339594
1332705,1338609
1332705,1338898
1332705,1347041
1332705,1345522
1332705,1338255
1332705,1344924
1332705,1342604
1332705,1335627
1332705,1341710
1332705,1338123
1332705,1339461
1332705,1340178
1332705,1334840
1332705,1340073
1332705,1332538
1332705,1338771
1332705,1346293
1332705,1343562
1332705,1335611
1332705,1343497
1332705,1338756
1332705,1339034
1332705,1344093
1332705,1333915
1332705,1342554
1332705,1345894
1332705,1333223
1332705,1335627
1332706,1348284
1332706,1338535
1332706,4258
1332706,1338535
1332707,1333291
1332707,1332560
1332707,1332401
1332707,1346265
1332707,1346181
1332707,1336818
1332708,4244
1332709,1340071
1332709,1347024
1332709,1335611
1332709,1343497
1332709,1344117
1332709,1343022
1332710,4225
1332710,1342835
1332710,1335082
1332711,1333287
1332711,1338027
1332711,1347634
1332711,1343867
1332711,4153
1332711,1343867
1332712,1338137
1332712,1342984
1332712,4209
1332713,5018
1332713,1339238
1332713,1346867
1332713,1333934
1332713,1339606
1332713,1346867
1332715,1340543
1332715,5393
1332716,1338901
1332716,1333335
1332716,1333692
1332716,1342624
1332716,5395
1332716,1342624
1332717,1343867
1332717,4169
1332717,1343867
1332732,5353
1332732,1346265
1332732,1332401
1332732,1333291
1332760,1332902
1332760,1332902
1332761,1344117
1332761,1344117
1332762,1332538
1332762,1346245
1332762,1343784
1332763,1333916
1332763,1340361
1332763,1335163
1332763,1333916
1332764,1333934
1332764,5018
1332764,1339238
1332764,1346867
1332764,1332558
1332764,1346867
1332765,1332651
1332768,1333934
1332768,1337268
1332768,1345915
1332768,1336266
1332768,1333101
1332768,1334796
1332768,1333160
1332768,1333723
1332768,1335830
1332768,1333160
1332768,1333723
1332768,1336818
1332769,1345241
1332769,1336331
1332769,1345912
1332769,1345787
1332769,1340554
1332769,1332440
1332769,1332704
1332769,1341309
1332796,1333710
1332796,1340183
1332796,1333164
1332796,1333463
1332796,1334231
1332796,1339881
1332796,1335611
1332796,1343497
1332796,1347732
1332796,1341937
1332796,1338537
1332796,1343637
1332796,1337443
1332796,1347787
1332796,1339520
1332796,5365
1332796,1345894
1332796,1333710
1332796,1334231
1332796,1339881
1332800,1347058
1332800,4607
1332800,1347058
1332801,1347776
1332871,5018
1332871,1339238
1332871,1346867
1332871,1332566
1332871,1346867
1332873,1339238
1332880,1346504
1332880,1340128
1332880,1340128
1332881,1347560
1332881,1335493
1332881,1335493
1332883,1340195
1332883,1337279
1332883,1346293
1332883,4450
1332887,1339164
1332887,1339164
1332888,1333391
1332888,1342551
1332888,1334289
1332888,1334289
1332889,1346507
1332889,1347634
1332889,1344631
1332889,4510
1332889,1338027
1332889,1346507
1332891,1342917
1332891,1338834
1332891,1336265
1332891,1346507
1332891,1347634
1332891,1341797
1332891,1340932
1332891,1336266
1332892,1338959
1332892,1332419
1332894,1338695
1332894,1341220
1332894,1351264
1332894,1332520
1332894,1351264
1332896,1332539
1332896,1335976
1332897,1332519
1332897,1338027
1332898,1342129
1332898,1342154
1332898,1337974
1332898,1340195
1332898,1333056
1332898,1334224
1332898,1332422
1332899,1332538
1332900,1338445
1332901,1333934
1332901,1346183
1332901,5018
1332901,1339238
1332901,1346867
1332901,1332558
1332901,1346867
1332902,1332760
1332903,1342299
1332904,1335976
1332904,1341807
1332904,1332442
1332904,1341807
1332907,1348933
1332907,1345524
1332907,1345894
1332907,1345524
1332909,1336697
1332909,1345769
1332925,1334451
1332925,1344478
1332925,1335299
1332925,1333934
1332925,1339238
1332925,5018
1332925,1332873
1332925,1334845
1332925,1345283
1332925,1333283
1332925,1343378
1332925,1340600
1332925,1333610
1332926,1346504
1332926,1340128
1332926,1340128
1332927,1340126
1332927,1340126
1332927,1339739
1332927,1338693
1332927,1339531
1332928,1332447
1332928,1334017
1332929,1344392
1332929,1334591
1332929,1334061
1332929,1342716
1332929,1334288
1332929,1333351
1332929,1333664
1332929,1338192
1332929,1338192
1332929,1342570
1332929,1346012
1332929,1336039
1332929,1333351
1332929,1333664
1332929,1334061
1332929,1334288
1332929,1335620
1332929,1332761
1332929,1344117
1332930,1337283
1332930,1335624
1332930,1334625
1332930,1345216
1332930,1343851
1332931,1338932
1332931,1342574
1332931,1346811
1332934,1341998
1332935,1348654
1332935,4931
1332935,1333934
1332935,5018
1332935,1333101
1332935,1334796
1332935,1343675
1332935,1340543
1332935,1337589
1332935,1343711
1332935,1343899
1332935,1340873
1332935,1344436
1332935,1345894
1332935,1335161
1332935,1348654
1332935,1347004
1332935,1347930
1332936,1336259
1332936,1346507
1332936,1338124
1332936,1336259
1332937,1346755
1332937,1346755
1332937,1336279
1332938,1335872
1332938,1340361
1332938,1338137
1332938,1335163
1332938,1335872
1332939,1332564
1332939,1332564
1332939,1348749
1332940,1334137
1332940,1333936
1332940,1345694
1332940,1342002
1332940,4512
1332940,1344436
1332940,1340956
1332940,1340638
1332940,1340280
1332940,1339353
1332940,1345822
1332940,1340639
1332940,1347966
1332940,1340545
1332940,1338917
1332940,1345625
1332940,1333941
1332940,1333453
1332940,1347011
1332940,1336264
1332940,1333104
1332940,1345453
1332941,1344707
1332941,1338958
1332942,1340575
1332942,1335483
1332942,1339141
1332942,1343899
1332942,1338258
1332942,1343645
1332942,1342917
1332942,1336358
1332942,1346265
1332942,1345894
1332942,1333386
1332942,1340575
1332942,1335487
1332942,1333386
1332943,1343645
1332943,1334796
1332943,1334796
1332944,1341885
1332944,1345787
1332944,1345241
1332944,1344018
1332944,1345423
1332944,1340554
1332944,1344857
1333004,1346507
1333004,1344543
1333004,1335611
1333004,1334150
1333004,1333779
1333004,1333349
1333004,1346183
1333004,1333934
1333004,1346867
1333004,1339238
1333004,5018
1333004,1338027
1333004,1341222
1333004,1343867
1333004,1347634
1333004,1346507
1333004,1342917
1333004,1336358
1333004,1333349
1333004,1333779
1333004,1334150
1333054,1333341
1333054,1341843
1333054,1342371
1333054,1333341
1333054,1339639
1333054,1346507
1333054,1347634
1333054,1344862
1333054,1338027
1333054,1343562
1333054,1334840
1333054,1341426
1333054,1346507
1333055,1348851
1333055,1340058
1333055,1335163
1333055,1348851
1333055,1346325
1333055,1335156
1333055,1342397
1333055,1344610
1333057,1334228
1333057,1333346
1333057,1334228
1333057,1333665
1333057,1333346
1333057,1346507
1333057,1347634
1333057,1343867
1333057,1341222
1333057,1338027
1333057,5018
1333057,1339238
1333057,1346867
1333057,1339446
1333057,1338958
1333057,1344707
1333057,1333934
1333057,1347364
1333057,1346183
1333057,1346507
1333060,1351264
1333060,1345002
1333060,1332399
1333060,1351264
1333060,1341220
1333060,1347056
1333060,1338695
1333060,1347423
1333060,1347771
1333060,1348500
1333060,1348865
1333060,1350833
1333060,1350229
1333060,1351246
1333060,1349659
1333060,1351206
1333060,1351143
1333060,1345902
1333060,1346175
1333060,1346429
1333098,1339463
1333098,1339463
1333101,1341222
1333101,1332873
1333101,1347912
1333101,1333345
1333101,1334796
1333101,1347058
1333101,1345184
1333101,1345626
1333101,1336672
1333101,1336818
1333101,1336266
1333101,1333345
1333101,1345894
1333101,1332560
1333101,1332909
1333101,1348395
1333101,1344235
1333101,1335639
1333101,1345767
1333101,1335631
1333101,1346324
1333101,1343851
1333101,713845
1333101,1346997
1333101,1336006
1333101,1335762
1333101,1338959
1333101,1338605
1333101,1348071
1333101,1344093
1333101,1336358
1333101,1344753
1333101,1342917
1333101,1346982
1333101,1340873
1333101,1338756
1333101,1343497
1333101,1335611
1333101,1346357
1333101,1346181
1333101,1343899
1333101,1337037
1333101,1347515
1333101,1346431
1333101,1335962
1333101,1342565
1333101,1333454
1333101,1333295
1333101,1345209
1333101,4235
1333101,1335753
1333101,1346980
1333101,1339238
1333101,1346183
1333101,1340057
1333101,1334451
1333101,1333472
1333101,4931
1333101,1339869
1333101,1335299
1333101,1333934
1333101,1344707
1333101,1336927
1333101,1337807
1333101,1332691
1333101,1347517
1333101,5211
1333101,1340181
1333101,1348012
1333101,1339238
1333101,1348029
1333101,5018
1333101,1346657
1333101,1345547
1333101,1346757
1333101,1345206
1333101,1347930
1333101,1338027
1333101,1345915
1333101,4465
1333101,1334992
1333101,1339190
1333101,1333942
1333101,1332448
1333102,1342072
1333102,1340698
1333102,1342363
1333102,1342072
1333102,1335412
1333103,1333327
1333103,1342368
1333103,1333327
1333103,1339639
1333103,1341874
